category,title,coverageDynasty,displayMaterials,displayMeasurements,subject,description,formatImage,creatorAuthor,sourceLocation
法书,魏大中绝命书,明,,,,,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201012161427311242.jpg,魏大中,中国国家博物馆
法书,鲜于枢行书秋兴诗册,元,纸,纵33.6cm，横①40.6cm，②41.8cm。,行书,释文：次韻仇仁父《晚秋雜興》，樞拜呈。薄宦常爲客，虛名不救貧。又看新過雁，仍是未歸人。茅屋空誰補？柴車晚自巾。青雲有知己，潦倒若爲親。沈靜莓苔合，門閑落葉深。炎方秋尚暑，水國盡多陰。寓意時觀畫，怡情偶聽琴。起予賴詩友，爲爾動微吟。身共賓鴻遠，心同野鶴孤。謀生知我拙，學稼任兄愚。北望空思汴，南遊未厭吳。年須問藜藿，興不在蒪鱸。本幅首署：“次韵仇仁父《晚秋杂兴》，枢拜呈。”藏印有“長垣王氏珍玩”、“宋犖審定”。《石渠宝笈·初编》卷一О著录。这是鲜于枢为和仇远诗而作并书的三首五言律诗，17行，诗中充满浓郁的思乡之情。从“北望空思汴，南游未厌吴”一句可知作者此时正身处江浙一带。此帖书法俊爽劲健，略显苍疏，是鲜氏中晚年众多作品中较具代表性的一件。秋兴是古人借秋景抒发情怀的一种诗歌感兴题材。杜甫所作《秋兴八首》深受后人喜爱，元赵孟頫即曾书写过杜甫的《秋兴八首》，不过只写了前四首诗，现藏于上海博物馆。,https://img.dpm.org.cn/Uploads/Picture/dc/2983.jpg,鲜于枢,故宫博物院
法书,鲜于枢行书杜工部行次昭陵诗卷,元,纸,纵32cm，横342cm。,行书,"释文：舊俗疲庸主，群雄問獨夫。譏歸龍鳳質，威定虎狼都。無屬尊堯典，神功協禹謨。風雲隨絕足，日月繼高衢。文物多師古，朝廷半老儒。直詞寧戮辱，賢路不崎嶇。往者災猶降，蒼生喘未蘇。指揮安率土，盪滌撫洪爐。壯士悲陵邑，幽人拜鼎湖。玉衣晨自舉，鐵馬汗長趨。松柏瞻虛殿，塵沙立冥途。寂寞開國日，流恨滿山隅。右工部行次昭陵詩，困學民書。
末识：“右工部行次昭陵詩，困學民書。”钤“鲜于”、“白几印章”、“箕子之裔”、“虎林隐吏”、“中山后人”印五方。卷末有王祎、宋濂二跋。鉴藏印记有清乾隆、嘉庆、宣统诸玺及梁清标、宋濂、王祎等印多方。
这是鲜于枢以行书大字录写的杜甫五言《行次昭陵诗》。杜甫是唐朝著名的现实主义诗歌代表人物，他的作品内容大都与当时的朝政有关，此首诗亦充满了对国家兴衰的关注。
此帖结体疏朗，笔势雄浑，与鲜于枢个人性情正相吻合。如柳贯所评：“公毅然美大夫，面带河朔伟气，每酒酣骜放，挥毫结字，奇态横生，势有不可遏者。”此卷是鲜于枢大字行书的代表作品。
明顾复《平生壮观》卷四，清《石渠宝笈初编》卷三一，《故宫已佚书画目》著录。即《周礼》中所谓“冬官”、“大司空”，隋唐以后称“工部”并沿用至清。工部的职责是“掌天下造作之政令与其经费”，凡土木兴建工程、水利工程、各项器物制作工程，都由工部管理。
宋濂（1310—1381年），字景濂，号潜溪，浙江浦江人。曾受业于元著名学者吴莱、柳贯、黄溍。学识渊博，为文简洁明澈，是明初著名文学家。主修《元史》，深得太祖宠信，洪武九年（1376年）67岁时官拜翰林学士承旨。后因长孙慎牵涉胡惟庸案，全家谪茂州，中途死于夔州。生平著述甚富，有《宋学士文集》。梁清标（1620—1691年），字玉立，号棠村、蕉林，别号苍岩子，斋号秋碧堂，河北正定人。中国清代书画鉴藏家。明崇祯十六年（1643年）进士。清顺治元年（1644年）授编修。官至户部尚书、保和殿大学士。精善鉴赏，享誉一时。金石文字、书画、鼎彝之收藏，甲于海内。所藏法书名画，均由专人以特定的形式装裱，多有梁清标亲笔题签。曾从所藏法书中精心选出11种，刻为《秋碧堂法帖》。所著《蕉林诗集》十八卷，刻于康熙十七年（1678年），其中有许多为当时著名书画家、收藏家所写的题画诗。另有《蕉林文稿》、《棠村词》等行世。

杜甫（712—770年），字子美，唐朝诗人，有“诗圣”之名。其诗具有很强的现实主义倾向。《三吏》、《三别》、《秋兴》、《春望》等诗篇广为传颂。柳贯（1270—1342年），字道传，浙江金华人。元代书法家。官翰林待制，与黄溍、虞集、揭傒斯齐名，人称“儒林四杰”。善楷书，工篆书，妙处不减唐人。行书纵横遒逸。清代鉴赏家顾复编纂。顾复，字来侯，自号方泾上农，明末遗民。《平生壮观》著录作者所见书画，全书十卷，其中法书五卷，绘画五卷。凡《大观录》、《墨缘汇观》、《石渠宝笈》所录名迹大体为其所见。以时代顺序简录，各件略加评论，辨其真伪，但有误记印记多处。成书于清康熙三十一年（1692年），前有徐乾学序、自序。中国书画著录书，共有三编，由乾隆皇帝命令大臣编纂，初编成书于乾隆十年（1745年），共四十四卷；二编成书于乾隆五十八年（1793年），共四十册；三编成书于嘉庆二十一年（1816年），共二十八函。书中收录的均为清朝宫廷所藏之书画作品。
西汉高祖四年（前200年），萧何在未央宫正殿北（今西安市未央区柯家寨村西）建造国家藏书机构，以收藏入关所得秦之律令、图籍。其下砌石为渠以导水，如同宫外之御沟，因称“石渠阁”。宣帝甘露三年（前51年），诏太子太傅萧望之，诸儒韦玄成、施雠、梁丘临、戴圣、刘向等于阁内讲五经异同，增立博士。至成帝时藏秘书于此。此后，“石渠”便成为皇家秘储的泛称。",https://img.dpm.org.cn/Uploads/tupianyingxiang/鲜于枢行书杜工部行次昭陵诗卷.jpg,鲜于枢,故宫博物院
法书,鲜于枢行书五绝诗页,元,纸,纵34.3cm，横35.9cm。,行书,释文：我爱陶彭泽，无钱对菊花。而今九日至，自觉酒须赊。困学。本幅署款：“困学”。钤“虎林隐吏”印。主要鉴藏印有明代沐昂“黔宁王子子孙孙永保之”印，现代“张珩私印”等。此页书唐代杜甫《复愁》十二首之十一（文字与通行版本略有不同）。结字开张，行笔遒劲，尺幅虽小，却足以代表鲜于氏英伟豪迈、痛快淋漓的书法风格。,https://img.dpm.org.cn/Uploads/Picture/dc/52103[1024].jpg,鲜于枢,故宫博物院
法书,鲜于枢楷书老子道德经卷,元,纸,纵26.7cm，横642.5cm。,楷书,此卷书法节录老子《道德经》卷，从“天长地久”写起，末书“老子道经卷上”，共211行，因缺下半部分，所以未署款。每段接纸有“三教弟子”印。卷后有翁方纲跋，吴荣光题名，颜世清跋五段，又有“松下清斋”题签。此帖曾经翁方纲、陆恭、叶恭绰等人鉴藏，有数方印记。潘遵祁钞录《须静斋云烟过眼录》著录。此卷书法学虞世南，体态修长，笔法精美，清爽劲利，是鲜于枢仅见的存世楷书长篇。从其成熟俊健的书风来看，当是他中年时期的佳作。,https://img.dpm.org.cn/Uploads/Picture/2017/04/05/s58e457a9767dd.jpg,鲜于枢,故宫博物院
法书,“明瓒诗后题卷”局部,宋,,纵25厘米、横1004厘米，每字直径约20厘米,,黄庭坚所书明瓒（即唐代懒残和尚）的诗卷，已为后人分割为二，现仅存后面的题款，即本卷。全文为：“元符三年七月，涪翁自戎州溯流上青衣，廿四日宿廖致平牛口庄，养正致酒弄芳阁，荷衣未尽；莲实可登，投壶奕棋，烧烛夜归。”又有小字：“此字可令张法亨刻之。”卷首卷尾有南宋贾似道、元赵孟頫、明项元卞等人的鉴藏印记。元符三年（公元1100年），哲宗去世，徽宗继位，任命黄庭坚为太平州（今安徽省当涂市）知州。黄庭坚在赴任前，前往青神（今四川省青神县）探望姑母。七月二十一日，乘船溯江而上，二十四日至牛口庄宿廖致平（养正）家，八月十一日到达青神。在牛口庄廖家时夜饮兴酣，黄庭坚可能就在此时书写了明瓒的诗卷，并记下了从戎州至牛口庄的行程。,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201105200959567882.jpg,黄庭坚,中国国家博物馆
法书,黄庭坚草书诸上座帖卷,宋,纸,纵33cm，横729.5cm。,草书,"""《诸上座帖》是宋黄庭坚为友人李任道所录写的五代金陵僧人文益的《语录》，全文系佛家禅语。《诸上座帖》释文：“諸上座爲複只要弄唇嘴，爲複別有所圖，恐伊執著，且執著甚麽，爲複執著理，執著事，執著色，執著空，若是理，理且作麽生執，若是事，事且作麽生執，著色，著空亦然，山僧所以尋嘗向諸上座道，十方諸佛，十方善知識時嘗垂手，諸上座時嘗接手(以下點去十六字)，十方諸佛諸善知識垂手處合委悉也，甚麽處是諸上座接手處，還有會處會取好，莫未會得，莫道揔是都來圓取，諸上座傍家行腳，也須審諦著些子精神，莫只藉少智慧，過卻時光，山僧在衆見此多矣，古聖所見諸境，唯見自心，祖師道，不是風動幡動，風動幡動者心動，但且恁麽會好，別無親於親處也，僧問，如何是不生滅底心，向伊道，那個是生滅底心，僧雲，爭奈學人不見，向伊道，汝若不見，不生不滅底也不是，又問，承教有言，佛以一音演說法。衆生隨類各得解，學人如何解，向伊道，汝甚解前問已是不會古人語也，因甚，卻向伊道，汝甚解，何處是伊解處。莫是于伊分中，便點與伊，莫是爲伊不會問，卻反射伊麽，決定非此道理，慎莫錯會，除此兩會，別又如何商量，諸上座若會得此語也，即會得諸聖揔持門，且作麽生會，若會得一音演說，不會得隨類各解，恁麽道莫是有過無過，說麽莫錯會好，既不恁麽會說一音演說，隨類得解，有個下落，始得每日空上來下去，又不當得人事，且究道眼始得，古人道，一切聲是佛聲，一切色是佛色，何不且恁麽會取。
此是大丈夫出生死事，不可草草便會。拍盲小鬼子往往見便下口，如瞎驢吃草樣，故草此一篇，遺吾友李任道，明窗淨几，它日親見古人，乃是相見時節，山谷老人書。”（《古书画过眼要录》）
署款：“山谷老人書。”“书”字上钤“山谷道人”朱文方玺。后纸有明吴宽，清梁清标题跋各一段。
卷前后及隔水上钤宋“内府书印”、“绍兴”、“悦生”，元“危素私印”，明李应祯、华夏、周亮工，清孙承泽、王鸿绪，近代张伯驹等鉴藏印。此帖初藏南宋高宗内府，后归贾似道，明代递藏于李应祯、华夏、周亮工处，清初藏孙承泽砚山斋，后归王鸿绪，乾隆时收入内府，至清末流出宫外，为张伯驹先生所得，后捐献给国家，现藏北京故宫博物院。
此书学怀素的狂草体，笔意纵横，气势苍浑雄伟，字法奇宕，如马脱缰，无所拘束，尤其能显示出书者悬腕摄锋运笔的高超书艺。黄庭坚《山谷自论》云：“余学草书三十余年，初以周越为师，故二十年抖擞俗气不脱，晚得苏才翁、子美书观之，乃得古人笔意。其后又得张长史、僧怀素、高闲墨迹，乃窥笔法之妙。”在《语录》后黄氏又作大字行楷书自识一则，结字内紧外松，出笔长而遒劲有力，一波三折，气势开张，一卷书法兼备二体，相互映衬，尤为罕见，是其晚年杰作。
明都穆《寓意编》、华夏《真赏斋赋注》、文嘉《钤山堂书画记》、张丑《清河书画舫》、《清河见闻表》、卞永誉《式古堂书画汇考》，清孙承泽《庚子消夏记》、清内府《石渠宝笈·初编》等书著录。",https://img.dpm.org.cn/Uploads/Picture/2017/04/05/s58e4892ed247e.jpg,黄庭坚,故宫博物院
法书,黄庭坚行书惟清道人帖页,宋,纸,纵29.3cm，横31.8cm。,行书,释文：惟清道人本贵部人，其操行智识，今江西丛林中未见其匹亚。昨以天觉坚欲以观音召之，难为不知者道，因劝渠自往见天觉，果已得免，天觉留渠府中过夏。想秋初即归过邑，可邀与款曲，其人甚可爱敬也。或问清欲于旧山高居筑庵独住，不知果然否？得渠书颇说后来草堂少淹留也。庭坚叩头。鉴藏印有“缉熙殿宝”、项元汴诸印、“仪周珍藏”等22方，半印5方。《惟清道人帖》中作者记录了惟清道人的操行品质及其与张商英（天觉）的交往。黄庭坚于北宋绍圣元年（1094年）在江西分宁，从帖文分析，此帖当书于其年夏日，时年51岁。帖中所提之惟清道人在《嘉泰录》卷六中有所记载，俗姓陈，南州武宁（在江西）人，为江西隆兴府黄龙寺禅师，北宋政和七年（1117年）卒。此帖行书行间宽绰而字间紧密，所以笔画多取横势，结体欹侧，左低右高，有峭拔之态，充分体现了黄庭坚小行书的特点，为其代表作品。此帖为清宫旧藏，收在《法书大观册》内。乾隆帝题赞“凌冬老干偃蹇岩壑”（《三希堂法帖》卷十三可见），后此赞墨迹及清内府藏印被挖去。著录于《妮古录》卷四、《平生壮观》卷二、《墨缘汇观》法书卷上。,https://img.dpm.org.cn/Uploads/Picture/dc/19327[1024].jpg,黄庭坚,故宫博物院
法书,黄庭坚草书浣花溪图引卷,宋,纸,"纵35.5cm,横391.4cm。",草书,"释文：［拾］［遗］［流］［落］［锦］［官］城，故人作尹眼［为］［青］。碧鸡坊西［结］茅屋，百花［潭］［水］濯冠缨。［故］［衣］未补新衣［绽］，空［蟠］胸中书万［卷］。探道欲度［义］皇前，论诗未［觉］国风远。干［戈］峥嵘暗寓县，杜陵韦［曲］［无］鸡犬。老妻稚［子］且眼前，［弟］［妹］漂零不相［见］。［此］翁乐易极可［人］，［园］翁溪友肯［卜］邻。［邻］［家］有酒邀皆去，得意鱼鸟［来］［相］亲。浣花酒舩散车骑，［墙］［无］无主看桃李。［宗］［文］守家宗武扶，［落］日蹇驴驮［醉］起。酒阑解［鞍］脱兜鍪，老［儒］［不］用千户侯。［中］原未得平安［报］，醉［里］眉攒万国［愁］。生綃铺墙粉［墨］落，平生忠［义］［今］寂寞。儿呼不［苏］驴失脚，犹［恐］［醒］来有新作。［长］［使］诗人拜画［图］，［煎］胶续絃千古无。（注：［］内字为后补。）
鉴藏印有“绍兴”、“内府书印”、“贞元”、“乾坤清赏”、“石渠宝笈”、“宝笈三编”、“有明王氏图书之印”及清嘉庆内府诸印等。卷后有明吴宽、王世贞跋。此卷为火烧残本，后经明代夏德声补齐（见释文中［］内字）。此诗收入《山谷外集》，作于北宋元祐三年（1088年），黄庭坚时年42岁。作品笔法苍老，多骨少肉，具有作者晚年书法的风格特征。卷后明王世贞跋中评道：“……老杜浣花溪图引也。歌词力欲求奇，然是公最合作语。书笔横逸疏荡，比素师饶姿态，亦稍平易可识。而结法之密、腕力之劲、波险神奇，似小不及也……。”跋文中“素师”是指唐代著名书家怀素，王世贞对黄庭坚与怀素书法特点的比较非常准确。此件作品虽然残处较多，仍不失为佳作。著录于《孙氏书画钞》上册、《石渠宝笈三编·延春阁》。",https://img.dpm.org.cn/Uploads/Picture/2017/04/05/s58e450480df35.jpg,黄庭坚,故宫博物院
法书,黄庭坚行楷书送四十九侄诗卷,北宋,,纵35.5cm，横130.2cm。,行楷书,"释文：诗送四十九侄。又妷财相见，何堪举别觞。共期同奋发，更勉致轩昂。接物宜从厚，修身贵有常。翁翁尤念汝，早去到亲旁。（注释：妷：同“侄”。财：同“才”。翁翁：犹“公公”，多指祖父。）
帖后无名款。鉴藏印有“白石山房”、“宋荦审定”、“宣统御览之宝”。此帖原为《宋元宝翰》册之一，后改装成卷。此诗在《山谷外集》中没有记载，四十九侄亦无考。该帖字大如拳，结体多取柳公权法，字大方可尽其笔势。撇捺特长，笔画多取横势，字势舒展俊朗，跌宕起伏，变化出新，极具挺拔之态。黄庭坚的书法正如其诗法。张耒评其诗句：“不践前人旧行迹，独经斯世擅风流。”用此句评论黄庭坚的书法是很恰当的。著录于《装余偶记》卷五、《石渠宝笈初编》卷一。",https://img.dpm.org.cn/Uploads/Picture/2017/04/21/s58f9aaae8db97.jpg,黄庭坚,故宫博物院
法书,黄庭坚草书杜甫寄贺兰铦诗页,北宋,纸,纵34.7cm，横69.6cm。,草书,"释文：朝野欢娱后，乾坤震荡中。相随万里日，摠作白头翁。岁晚仍分袂，江边更转蓬。勿言居（此字点去）俱异域，饮啄几回同。寄贺兰铦。鉴藏印钤“内府书印”、“归来印”、“希之”。该帖系《宋元宝翰》册中的一开。笔法圆劲，笔势连绵，如龙蛇飞舞，达到心手两忘的境界。尾“寄贺兰铦”四字写作行楷书，矫拔精健，与前草书诗文的飞动气势相映生辉。虽短短八行,却是黄庭坚的草书佳作。此诗帖与藏于台北故宫博物院的黄庭坚《花气诗》帖堪称双美。《吴氏书画记》卷五、《平生壮观》卷二、《石渠宝笈初编》卷二著录。",https://img.dpm.org.cn/Uploads/Picture/dc/19319[1024].jpg,黄庭坚,故宫博物院
法书,黄苗子草书岳飞满江红词横披,近现,纸,纵67.4cm，横295.9cm。,行书,此作书南宋岳飞词《满江红》，用笔娴熟流畅，线条飘逸，章法宏阔，富有古朴意趣。释文：怒发冲冠，凭阑处，潇潇雨歇。抬望眼，仰天长啸，壮怀激烈。三十功名尘与土，八千里路云和月。莫等闲，白了少年头，空悲切!靖安（应为康）耻，犹未雪；臣子恨，何时灭？驾长车，踏破贺兰山缺。壮志饥吞（应为餐）胡虏肉，笑谈渴饮匈奴血。待从头，收拾旧山河，朝天阙！署款：“书岳飞满江红”。款钤“苗子”白文、“黄”朱文。迎首钤“未休居”朱文，“烟雨“朱文。古建筑内装修中位于隔扇上槛和中槛之间的狭长部分。多用小立柱划分为几段，每段做成带棂花格的小窗或与隔扇心做法相同。,https://img.dpm.org.cn/Uploads/Picture/dc/55959.jpg,黄苗子,故宫博物院
法书,黄道周楷书张溥墓志铭卷,明,纸,纵28.7cm，横193.8cm，60行。,楷书,"款署“正统丁卯秋七月初三日沈粲书”，钤“云间沈粲民望”白文印、“作德心逸日休”朱文印、“中议大夫赞治尹之章”白文印。鉴藏印有“竹窗”朱文印、“高氏江村竹窗珍藏书画之印”白文印及清内府诸印。此卷书周兴嗣《千字文》以应友人徐尚宾的索求。徐尚宾，名观，字尚宾，华亭人，工翰墨，有才名，与沈粲、钱溥、叶盛等文人书家交游。沈粲此篇运笔迅疾流畅，点画遒劲峭利，表现出其晚年书法的纯熟功力和旺盛的艺术创造力。作品中明显的章草笔意表明沈粲对同乡前辈宋克的章草书有所取法，这使他的草书于遒逸之外别具古雅气质。自署书于“丁卯”，时为明正统十二年（1447年），作者69岁。本幅后有清高士奇分别于康熙己卯（1699年）、辛巳（1701年）所作题跋二则，略述收藏经过并加以品鉴。高氏之后，此卷入藏清内府，著录于《石渠宝笈》初编。
""款署：“弘光元年龙飞春三月朔日。赐进士出身，光禄大夫、太子太保协理、詹事府事、礼部尚书兼翰林院学士、前吏部左右侍郎、正詹事兼翰林院侍读学士、充经筵日讲官纂修实录玉牒，通家侍生漳海黄道周顿首撰识。”钤“黄道周印”、“石斋”、“亦号赤松子”、“何如黄石公”等印，引首钤“明诚堂”椭圆印。“弘光元年龙飞春三月朔日”为南明福王朱由崧的年号，相当于清顺治二年（1645年），黄道周时年61岁。黄道周与张溥交善，此篇墓志铭由黄道周撰并书。卷前有何绍基楷书引首：“石斋先生譔书张天如墓志铭。”卷后有周永年、梁章钜、何绍基题跋，钤高士奇、梁章钜、钱大昕、罗振玉等鉴藏印20方。此墓志铭楷书类钟繇，风格清劲，结体绵密，用笔挺拔劲力，时杂以方折笔，而有北碑笔意。在柔媚的帖学书风流行之际，能突破时俗创出一种清新刚健的书法风貌实属不易。此为黄道周晚年的书法杰作。",https://img.dpm.org.cn/Uploads/Picture/2017/04/05/s58e450480d824.jpg,黄道周,故宫博物院
法书,龚璛行书教授帖页,元,纸,纵28cm，横38.4cm。,行书,释文：记事拜复钱翼之教授足下，客袁州龚璛敬封。璛记事拜复翼之教授足下。小婿子行来，重为手帖，深慰岑寂。近作见教，如对笑谈。序文甚欲云云，喧嚣倥偬，实无一毫佳思，容少间尝应命，非推调也。《荔枝谱》留与小孙习之。令郎笔仗如此，可谓撞过烟楼。碧潭回，拈纸奉复。拔暇未觅挂漏，且希昭恕，兹不具。璛再拜。鉴藏印有项元汴、安岐、谭敬、赵叔彦、张爰等印23方，半印5方。本幅右下有明代项元汴用《千字文》编的号码“集字号”，左下方有“甲二”字样。此帖中“钱翼之”为钱良佑。“子行”是吾衍的字。吾衍为太末（今浙江龙游）人，居杭州，精于篆学，是龚璛之婿。“令郎”指钱氏之子逵。《荔枝谱》为宋朝蔡襄撰。《教授帖》中称“留与小孙习之”，或是蔡氏手书墨迹，待考。此帖上款称钱氏为“教授”（即教谕），可知应书于元至大年间（1308-1311年）钱氏为吴县教谕时。当时龚璛年约40余岁，应为其中年之笔。此帖书法运笔流畅自然，连贯潇洒，下笔强劲而有力度，可以看出龚璛很善于运用笔锋。书法表现古澹清和，不失晋人法度。《墨缘汇观·法书卷下》、《三虞堂书画目》著录。,https://img.dpm.org.cn/Uploads/Picture/dc/8622[1024].jpg,龚璛,故宫博物院
法书,龚璛行楷书静春堂诗序卷,元,纸,纵31.2cm，横151cm。,行楷书,"《静春堂诗序》卷释文：钤“谷阳书房”、“龚氏子敬”印。
此卷包括元人龚璛、陆文圭、杨载、汤弥昌、陈绎曾所书《静春堂诗集》序，虞集、郭麟孙跋，钱重鼎诗，卷末附黄溍撰《故静春先生袁君墓志铭》。《静春堂诗集》作者袁易生于南宋景定四年（1263年）。《静春堂诗集》为袁易次子袁仲长裒辑其父遗稿而成，并请其父的知交们题序。龚璛书《静春堂诗序》划以界格，用于碑刻，故书写端庄凝重，体态严整方阔，为刻意精心之作。年款“延祐庚申”为元延祐七年（1320年），龚璛时年55岁。",https://img.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec836789ead.jpg,龚璛,故宫博物院
法书,龚自珍行书珠镜吉祥龛心课册,清,,纵127.4厘米，横17.3厘米,,释 文：珠镜吉祥龛心课一卷。苦恼众生綦并题。己卯岁馔。庚辰岁续。,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201111171609073900.jpg,龚自珍,中国国家博物馆
法书,丘逢甲行书七绝诗轴,清,纸,纵146、横59.2厘米,,本幅行书自作七绝一首云：“夜来忽忆儿时事，海沸天翻四十年。心绪如潮眠不得，晓星残角五更天”。款署：“戊申五月二十八夜作，伯阳大兄世讲属正，丘逢甲。”下钤朱文篆书“台湾丘逢甲印”、白文篆书“义军旧帅起部侍郎”二方印。按“戊申”为光绪三十四年(1908)，作者时在广东，年四十五岁。此诗以《五月二十八夜不寐》为题，抒写了他对幼年的怀想和爱国爱乡的心情，《岭云海日楼诗钞》卷十一著录。 (吕长生),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111608513468.jpg,,中国国家博物馆
法书,康有为行草书《大同书》题词屏,清,纸,纵175、横45.5厘米,,康有为著《大同书》完成之后不久，1902年又作《(大同书)成题词》五律三首，原诗见于《南海先生诗集》卷一。此屏四幅，在最后一幅题称：“吾二十七岁，当光绪甲申，法兵震粤，吾避兵还银塘乡澹如楼，乃著大同书。题此三诗，待之百年。不意六十之年，亲见大同，高溢写此。已未正月康有为。”己未为1919年，时康有为62岁。简慕善先生为美国加利福尼亚大学伯克莱分校东方语文系教授，此屏得自康有为后人，具有历史艺术价值。 (马旭),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111606435710.jpg,,中国国家博物馆
法书,庄豫德职贡图卷,清,纸,纵33.6、横512.5厘米,,本幅工笔设色，为院画家庄豫德绘我国周边国家及中亚、西亚、大西洋等地人民的生产生活。自朝鲜始，至英吉利止。每地区分段绘夷官、民众、僧尼等，每段男女二人，均有满汉文题识，详述各国地理位置、历史沿革、风俗习惯及自明永乐至清乾隆间友好交往情况，其中还记载有外国侨民侨居我国香山县澳门的历史事实。卷首尾略有残损，卷内有嘉庆十年御笔题识。此卷是研究中外关系历史的珍贵资料。(谢小铨),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111558457242.jpg,,中国国家博物馆
法书,林则徐行书七言联,清,纸,纵128、横27厘米,,此联作于道光壬寅三月(22年3月)，即一八四二年四月，值鸦片战争以后。道光二十一年，黄河于开封西北祥符决口，林则徐于扬州奉旨赴开封祥符工地襄助主持河务的王鼎办理河工，效力赎罪。工程完工后，林则徐仍奉命遣戌伊犁。此联是作者西行途中过潼关时写给友人刘源灏的，上联写人，下联言事，对仗工稳，联书俱佳。按：《林则徐日记》“道光廿二年七月初三日晚，刘镒泉(源灏)来此”。此联上款“镒泉仁弟”者即刘源灏。镒泉，道光七年进士，由编修出知扬州府，治狱如神，官至云贵总督，见《清职官表》。 (谢小铨),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_2011101115562922.jpg,,中国国家博物馆
法书,蒲松龄聊斋词稿册,清,纸,纵24.2、横12.5厘米,,此行楷书词稿册，计二十一开，词九十首。中有一首重写，最后一首有题无词。故实有词八十八首。内容较为庞杂，或即景伤情，或借古讽今。手稿圈点涂改多处，亦有残缺字句，不能通读。词稿中有后人校记多处。册前有高智怡题记，考证及流传经过甚详。册后有李秉衡、毛长杰跋。原签题“柳泉居士词稿手迹”，似李秉衡题写。 (刘振清),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111545413416.jpg,,中国国家博物馆
法书,王澍楷书姜母七十寿序轴,清,绫,纵141.6、横60厘米,,本幅四边仿古花纹，乌丝栏楷书，端庄方整，峻密稳健，内容为祝姜母七十寿序。撰文者王掞，字藻儒，一字颛菴，太仓人，康熙进士，官至文渊阁大学士。 (郭秀兰),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111525117488.jpg,,中国国家博物馆
法书,归庄行草书诗轴,清,纸,纵222、横97厘米,,此幅行草七绝一首：“花潭竹屿傍幽蹊，画楫浮空入夜溪。芰荷露水船难进，歌舞留人月易低。归庄书为季卿词兄”。下钤白文篆书“归庄之印”。此诗今本《归庄集》末收。 (辛立华),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111522464360.jpg,,中国国家博物馆
法书,独立行书五律诗轴,清,纸,纵157、横47厘米,,此幅五言律诗手迹作于日本，书法娴熟，是他晚年抒发情感之作。我国戴笠作品未见流传，存于日本的作品亦不多，此幅当为珍品。 (刘丽),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111518052027.jpg,,中国国家博物馆
法书,王铎临《淳化阁帖》书卷,清,绫,纵24.7、横109.7厘米,,此卷为王铎临《淳化阁帖》，所收晋人庚翼、谢璠、王徽之、司马攸、王涣之诸帖，笔势稳健，刚柔相济。卷末自题：“丙戌二月，事务繁劬，昼不得暇，挑灯二更，学古凡不师古师心，罔臻于成，王铎，先三通家词丈”。钤白文篆书“王铎之印”、“烟潭渔叟”二方印。丙戌，即公元一六四六年，王铎时年五十四岁。此卷为其入清之作，卷中内容表明了他对学习古人书法的见解。(朱敏),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111515327483.jpg,,中国国家博物馆
法书,马雄镇汇草辨疑稿本册,清,纸,纵52.7、横21.5厘米,,《汇草辨疑》为雄镇被拘期间与侧室顾氏所撰，内容按说文部首，始一终亥，辑各家草书钩填而成，是一部清初时期的草书字典，惜未刊行。此为稿本，共计十二册，首册有李蔚撰《马雄镇传》，末册有张伯驹先生长跋。此册对研究中国书法史具有重要参考价值。 (谢小铨),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111513164689.jpg,,中国国家博物馆
法书,写经残卷,唐,,纵458.4、横24.4厘米,,此卷乌丝栏，楷书，每纸二十八行，每行十六、十七字不等。起“问日汝是何生”至“乃得一”止。卷中有武则天新制字，如“生”(人)、“#”(地)等字，是唐立时遗物。右下角钤朱文篆书“金城私印”、“金氏巩伯”收藏印二方。该写经书于当时专用的硬黄纸上。本卷对于研究唐代书法、佛教思想及造纸工艺有着重要价值。(韩富林),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201110111413566663.jpg,,中国国家博物馆
法书,林散之七绝草书单片,现代,纸,纵99.5厘米横39厘米,草书,,http://newback.njmuseum.com/ware/images/big/painting/20021206_50.jpg,林散之,南京博物院
